price,carat,cut,color,clarity,depth,table,x,y,z,ratio_length_width,carat_log,shape
373,0.26,1,4,4,62.5,56.0,4.06,4.1,2.55,0.9902439024390244,-1.3470736479666092,7
373,0.24,2,4,4,62.5,55.0,3.94,3.97,2.47,0.9924433249370277,-1.4271163556401458,7
373,0.3,4,0,4,62.6,53.0,4.28,4.32,2.69,0.9907407407407407,-1.2039728043259361,6
373,0.24,1,4,4,60.8,64.0,3.96,4.0,2.42,0.99,-1.4271163556401458,3
373,0.28,1,5,2,62.6,60.0,4.12,4.15,2.59,0.9927710843373493,-1.2729656758128873,6
373,0.23,1,5,4,64.3,59.0,3.84,3.87,2.48,0.9922480620155039,-1.4696759700589417,6
374,0.32,1,1,1,63.4,56.0,4.34,4.37,2.76,0.9931350114416475,-1.1394342831883648,6
374,0.32,1,1,1,63.1,58.0,4.34,4.41,2.76,0.9841269841269841,-1.1394342831883648,6
374,0.32,1,0,2,63.2,56.0,4.31,4.36,2.74,0.9885321100917429,-1.1394342831883648,6
374,0.32,2,0,2,63.0,58.0,4.32,4.35,2.73,0.9931034482758622,-1.1394342831883648,6
375,0.28,1,0,5,58.4,60.0,4.27,4.33,2.51,0.9861431870669745,-1.2729656758128873,3
375,0.23,4,3,2,61.2,56.0,3.97,4.0,2.44,0.9925,-1.4696759700589417,7
376,0.28,2,2,3,61.4,57.0,4.21,4.23,2.59,0.995271867612293,-1.2729656758128873,6
378,0.24,2,5,4,60.1,57.0,4.08,4.1,2.46,0.9951219512195123,-1.4271163556401458,3
378,0.23,2,5,4,60.4,62.0,3.93,3.99,2.39,0.9849624060150376,-1.4696759700589417,3
378,0.23,2,2,5,62.0,55.0,3.93,3.95,2.44,0.9949367088607595,-1.4696759700589417,7
378,0.3,1,2,1,63.9,57.0,4.24,4.27,2.72,0.9929742388758783,-1.2039728043259361,6
378,0.23,2,5,4,59.6,65.0,3.95,3.97,2.36,0.9949622166246851,-1.4696759700589417,2
378,0.24,1,5,3,63.0,59.0,3.96,4.01,2.51,0.9875311720698254,-1.4271163556401458,6
379,0.28,2,1,3,61.9,57.0,4.16,4.19,2.58,0.9928400954653938,-1.2729656758128873,6
379,0.31,4,0,2,62.4,53.0,4.38,4.4,2.74,0.9954545454545454,-1.171182981502945,6
380,0.31,3,0,3,62.5,60.0,4.31,4.36,2.71,0.9885321100917429,-1.171182981502945,6
380,0.31,3,0,3,62.4,60.0,4.29,4.33,2.69,0.9907621247113164,-1.171182981502945,6
380,0.31,2,0,3,62.3,60.0,4.29,4.34,2.69,0.988479262672811,-1.171182981502945,6
380,0.31,2,0,3,62.7,58.0,4.3,4.34,2.71,0.9907834101382489,-1.171182981502945,6
381,0.26,2,4,3,62.5,55.0,4.05,4.08,2.54,0.9926470588235293,-1.3470736479666092,7
382,0.28,2,3,2,62.0,55.0,4.2,4.25,2.62,0.9882352941176471,-1.2729656758128873,7
382,0.3,4,1,2,61.8,57.0,4.3,4.34,2.67,0.9907834101382489,-1.2039728043259361,6
382,0.3,4,3,1,61.7,57.0,4.26,4.3,2.64,0.9906976744186047,-1.2039728043259361,6
382,0.26,3,3,4,61.3,60.0,4.07,4.12,2.51,0.9878640776699029,-1.3470736479666092,6
382,0.3,4,3,1,62.5,56.0,4.28,4.3,2.68,0.9953488372093025,-1.2039728043259361,7
382,0.3,2,1,2,62.5,57.0,4.27,4.3,2.68,0.9930232558139535,-1.2039728043259361,6
383,0.24,1,4,4,60.2,65.0,3.97,4.0,2.4,0.9925,-1.4271163556401458,2
383,0.31,2,1,1,60.6,61.0,4.4,4.45,2.68,0.9887640449438203,-1.171182981502945,3
384,0.3,4,0,3,62.1,56.0,4.29,4.34,2.68,0.988479262672811,-1.2039728043259361,7
384,0.29,2,1,3,62.4,55.0,4.25,4.27,2.66,0.9953161592505856,-1.2378743560016174,7
384,0.3,4,0,3,61.6,56.0,4.31,4.33,2.66,0.995381062355658,-1.2039728043259361,7
386,0.21,3,6,3,60.6,60.0,3.85,3.81,2.32,1.010498687664042,-1.5606477482646683,3
386,0.21,3,5,3,60.5,59.0,3.87,3.83,2.33,1.010443864229765,-1.5606477482646683,3
386,0.21,3,6,3,59.1,62.0,3.89,3.86,2.29,1.0077720207253886,-1.5606477482646683,3
386,0.21,3,6,3,58.3,59.0,3.96,3.93,2.3,1.0076335877862594,-1.5606477482646683,3
386,0.21,3,5,3,59.6,56.0,3.93,3.89,2.33,1.0102827763496145,-1.5606477482646683,7
386,0.21,2,5,3,63.2,54.0,3.82,3.78,2.4,1.0105820105820107,-1.5606477482646683,6
386,0.21,3,6,3,61.6,59.0,3.82,3.78,2.34,1.0105820105820107,-1.5606477482646683,6
388,0.25,2,6,4,60.0,63.0,4.05,4.08,2.44,0.9926470588235293,-1.3862943611198906,3
388,0.25,2,6,4,60.8,60.0,4.07,4.09,2.48,0.9951100244498778,-1.3862943611198906,3
388,0.25,2,6,4,62.6,58.0,4.05,4.07,2.54,0.9950859950859949,-1.3862943611198906,6
388,0.32,2,3,1,60.7,61.0,4.42,4.47,2.7,0.9888143176733781,-1.1394342831883648,3
389,0.23,2,2,5,59.2,61.0,4.0,4.04,2.38,0.9900990099009901,-1.4696759700589417,3
389,0.3,4,1,3,62.1,58.0,4.27,4.29,2.66,0.9953379953379953,-1.2039728043259361,6
389,0.3,2,2,2,62.4,58.0,4.23,4.29,2.66,0.9860139860139862,-1.2039728043259361,6
389,0.3,4,2,2,61.9,54.0,4.33,4.36,2.69,0.9931192660550459,-1.2039728043259361,6
390,0.31,3,2,1,59.5,59.0,4.39,4.45,2.63,0.9865168539325841,-1.171182981502945,3
391,0.31,4,3,1,62.0,55.0,4.34,4.37,2.7,0.9931350114416475,-1.171182981502945,7
391,0.23,2,3,4,62.2,55.0,3.93,3.95,2.45,0.9949367088607595,-1.4696759700589417,7
391,0.24,2,3,4,61.2,56.0,4.0,4.03,2.46,0.9925558312655086,-1.4271163556401458,7
391,0.24,4,2,3,61.1,56.0,3.99,4.03,2.45,0.9900744416873449,-1.4271163556401458,7
391,0.23,2,5,4,62.8,55.0,3.88,3.9,2.44,0.9948717948717949,-1.4696759700589417,6
391,0.32,4,1,1,61.9,56.0,4.38,4.41,2.72,0.9931972789115646,-1.1394342831883648,7
391,0.3,1,1,2,64.1,57.0,4.25,4.3,2.74,0.9883720930232559,-1.2039728043259361,6
391,0.32,4,1,1,61.0,56.0,4.43,4.45,2.71,0.995505617977528,-1.1394342831883648,7
393,0.32,2,0,3,60.0,61.0,4.45,4.49,2.68,0.9910913140311804,-1.1394342831883648,3
393,0.3,2,5,1,58.8,60.0,4.39,4.42,2.59,0.9932126696832578,-1.2039728043259361,3
393,0.27,4,2,2,61.6,57.0,4.13,4.15,2.55,0.9951807228915661,-1.3093333199837622,6
393,0.24,2,4,4,59.3,57.0,4.07,4.12,2.43,0.9878640776699029,-1.4271163556401458,3
393,0.32,4,0,3,62.2,57.0,4.36,4.38,2.72,0.995433789954338,-1.1394342831883648,6
393,0.32,4,0,3,62.1,54.0,4.38,4.44,2.74,0.9864864864864864,-1.1394342831883648,6
393,0.32,1,2,1,63.2,55.0,4.34,4.36,2.75,0.9954128440366972,-1.1394342831883648,6
393,0.32,2,2,1,60.4,59.0,4.39,4.42,2.66,0.9932126696832578,-1.1394342831883648,3
393,0.3,2,2,2,58.7,63.0,4.32,4.37,2.55,0.988558352402746,-1.2039728043259361,3
393,0.32,2,0,3,62.9,56.0,4.37,4.4,2.76,0.9931818181818182,-1.1394342831883648,6
393,0.32,3,0,3,61.9,58.0,4.35,4.38,2.7,0.9931506849315068,-1.1394342831883648,6
394,0.3,2,0,4,62.7,59.0,4.24,4.28,2.67,0.9906542056074766,-1.2039728043259361,6
394,0.3,2,1,2,61.6,59.0,4.29,4.34,2.66,0.988479262672811,-1.2039728043259361,6
394,0.3,3,3,1,62.3,59.0,4.25,4.29,2.66,0.9906759906759907,-1.2039728043259361,6
394,0.3,4,1,2,61.3,56.0,4.32,4.33,2.65,0.9976905311778291,-1.2039728043259361,7
394,0.3,1,0,4,63.4,55.0,4.25,4.3,2.71,0.9883720930232559,-1.2039728043259361,6
394,0.3,2,1,2,61.9,61.0,4.27,4.29,2.65,0.9953379953379953,-1.2039728043259361,6
394,0.3,2,0,4,63.0,59.0,4.24,4.27,2.68,0.9929742388758783,-1.2039728043259361,6
394,0.3,1,0,4,63.5,58.0,4.24,4.27,2.7,0.9929742388758783,-1.2039728043259361,6
394,0.3,4,0,4,59.7,57.0,4.37,4.4,2.62,0.9931818181818182,-1.2039728043259361,3
394,0.3,2,0,4,61.2,61.0,4.3,4.33,2.64,0.9930715935334873,-1.2039728043259361,6
394,0.3,2,1,2,61.6,62.0,4.27,4.3,2.64,0.9930232558139535,-1.2039728043259361,6
394,0.3,3,0,4,62.6,58.0,4.27,4.32,2.69,0.9884259259259257,-1.2039728043259361,6
394,0.3,1,4,1,63.5,57.0,4.22,4.25,2.69,0.9929411764705882,-1.2039728043259361,6
394,0.31,3,4,0,62.9,59.0,4.33,4.29,2.71,1.0093240093240092,-1.171182981502945,6
394,0.3,1,0,4,63.4,57.0,4.23,4.26,2.69,0.9929577464788734,-1.2039728043259361,6
394,0.3,2,0,4,61.9,56.0,4.28,4.32,2.66,0.9907407407407407,-1.2039728043259361,7
394,0.3,2,4,1,62.2,58.0,4.22,4.33,2.66,0.97459584295612,-1.2039728043259361,6
394,0.3,1,1,2,63.3,59.0,4.22,4.25,2.68,0.9929411764705882,-1.2039728043259361,6
394,0.26,4,3,2,62.0,55.0,4.08,4.11,2.54,0.9927007299270072,-1.3470736479666092,7
394,0.28,1,3,3,61.8,61.0,4.2,4.21,2.6,0.9976247030878861,-1.2729656758128873,6
394,0.3,1,1,2,63.8,57.0,4.19,4.27,2.7,0.9812646370023421,-1.2039728043259361,6
394,0.3,1,1,2,63.5,57.0,4.24,4.26,2.7,0.995305164319249,-1.2039728043259361,6
394,0.28,2,2,3,59.7,60.0,4.25,4.29,2.55,0.9906759906759907,-1.2729656758128873,3
394,0.3,3,4,1,61.3,58.0,4.28,4.33,2.64,0.9884526558891455,-1.2039728043259361,6
394,0.21,3,5,1,61.9,56.0,3.84,3.82,2.37,1.0052356020942408,-1.5606477482646683,7
394,0.3,1,0,4,63.4,57.0,4.23,4.26,2.69,0.9929577464788734,-1.2039728043259361,6
394,0.3,1,3,1,63.7,54.0,4.23,4.25,2.7,0.9952941176470589,-1.2039728043259361,6
394,0.3,2,4,1,62.6,61.0,4.2,4.24,2.64,0.9905660377358491,-1.2039728043259361,6
394,0.26,4,3,2,62.0,54.0,4.08,4.11,2.54,0.9927007299270072,-1.3470736479666092,6
394,0.3,3,0,4,62.6,60.0,4.22,4.28,2.66,0.9859813084112148,-1.2039728043259361,6
394,0.26,4,3,2,62.2,54.0,4.11,4.12,2.56,0.9975728155339806,-1.3470736479666092,6
394,0.3,1,0,4,63.3,60.0,4.22,4.25,2.68,0.9929411764705882,-1.2039728043259361,6
394,0.3,2,4,1,61.7,62.0,4.25,4.27,2.63,0.9953161592505856,-1.2039728043259361,6
394,0.3,2,1,2,61.4,58.0,4.3,4.33,2.65,0.9930715935334873,-1.2039728043259361,6
395,0.23,1,3,6,56.2,60.0,4.14,4.19,2.34,0.9880668257756562,-1.4696759700589417,3
396,0.31,4,0,3,62.3,54.0,4.35,4.38,2.72,0.9931506849315068,-1.171182981502945,6
396,0.31,4,0,3,62.2,55.0,4.32,4.36,2.7,0.9908256880733944,-1.171182981502945,7
397,0.27,4,2,3,60.5,57.0,4.17,4.19,2.53,0.9952267303102624,-1.3093333199837622,3
397,0.24,2,1,4,61.8,56.0,3.98,4.01,2.46,0.9925187032418953,-1.4271163556401458,7
397,0.26,4,3,3,62.3,54.0,4.09,4.1,2.55,0.9975609756097561,-1.3470736479666092,6
399,0.25,1,6,4,57.6,60.0,4.15,4.18,2.4,0.9928229665071772,-1.3862943611198906,3
399,0.24,1,4,4,62.5,60.0,3.96,3.98,2.48,0.9949748743718593,-1.4271163556401458,6
399,0.27,2,3,4,58.8,57.0,4.25,4.36,2.53,0.9747706422018347,-1.3093333199837622,3
399,0.26,2,2,4,62.0,56.0,4.08,4.11,2.54,0.9927007299270072,-1.3470736479666092,7
400,0.31,4,0,3,61.8,54.1,4.35,4.38,2.7,0.9931506849315068,-1.171182981502945,7
401,0.3,4,5,1,62.0,54.0,4.33,4.35,2.69,0.9954022988505749,-1.2039728043259361,6
401,0.26,2,4,2,61.4,56.0,4.13,4.16,2.54,0.9927884615384615,-1.3470736479666092,7
401,0.25,1,2,6,60.6,64.0,4.05,4.07,2.46,0.9950859950859949,-1.3862943611198906,3
401,0.3,4,5,1,62.1,54.0,4.32,4.35,2.69,0.9931034482758622,-1.2039728043259361,6
401,0.3,4,5,1,60.9,59.0,4.29,4.32,2.62,0.9930555555555555,-1.2039728043259361,3
402,0.23,2,4,4,59.8,57.0,4.04,4.06,2.42,0.9950738916256159,-1.4696759700589417,3
402,0.23,2,4,3,59.1,59.0,4.02,4.07,2.39,0.9877149877149876,-1.4696759700589417,3
402,0.23,2,5,4,59.5,58.0,4.01,4.06,2.4,0.9876847290640395,-1.4696759700589417,3
402,0.31,1,2,2,64.0,54.0,4.29,4.31,2.75,0.9953596287703017,-1.171182981502945,6
402,0.23,2,4,3,59.4,57.0,4.06,4.09,2.42,0.9926650366748165,-1.4696759700589417,3
402,0.23,1,5,4,64.1,59.0,3.83,3.85,2.46,0.9948051948051948,-1.4696759700589417,6
402,0.23,2,6,4,61.9,58.0,3.92,3.96,2.44,0.98989898989899,-1.4696759700589417,6
402,0.23,2,5,3,60.8,58.0,3.97,4.05,2.44,0.980246913580247,-1.4696759700589417,3
402,0.23,2,6,3,61.6,58.0,3.96,3.99,2.45,0.9924812030075187,-1.4696759700589417,6
402,0.23,2,4,3,63.4,56.0,3.84,3.89,2.45,0.987146529562982,-1.4696759700589417,6
402,0.23,2,4,4,61.9,58.0,3.9,4.02,2.45,0.9701492537313434,-1.4696759700589417,6
402,0.23,2,4,4,60.0,57.0,4.0,4.03,2.41,0.9925558312655086,-1.4696759700589417,3
402,0.23,2,5,4,60.7,59.0,3.97,4.01,2.42,0.9900249376558604,-1.4696759700589417,3
402,0.23,2,5,3,60.5,58.0,3.92,3.95,2.38,0.9924050632911392,-1.4696759700589417,3
402,0.23,2,6,3,62.9,57.0,3.92,3.97,2.48,0.9874055415617128,-1.4696759700589417,6
402,0.23,2,6,3,63.1,58.0,3.91,3.95,2.48,0.9898734177215189,-1.4696759700589417,6
403,0.26,2,6,3,60.8,59.0,4.13,4.16,2.52,0.9927884615384615,-1.3470736479666092,3
403,0.33,4,1,1,61.2,56.0,4.49,4.5,2.75,0.9977777777777779,-1.1086626245216111,7
403,0.33,4,1,1,61.8,55.0,4.49,4.51,2.78,0.9955654101995567,-1.1086626245216111,7
403,0.32,2,2,1,61.8,55.0,4.35,4.42,2.71,0.9841628959276018,-1.1394342831883648,7
403,0.32,1,2,1,63.1,56.0,4.34,4.37,2.75,0.9931350114416475,-1.1394342831883648,6
403,0.26,1,6,4,58.4,63.0,4.19,4.24,2.46,0.9882075471698114,-1.3470736479666092,3
403,0.33,4,0,2,61.1,56.0,4.49,4.55,2.76,0.9868131868131869,-1.1086626245216111,7
403,0.32,1,2,1,63.8,56.0,4.36,4.38,2.79,0.995433789954338,-1.1394342831883648,6
404,0.32,4,1,2,60.9,55.0,4.45,4.48,2.72,0.9933035714285714,-1.1394342831883648,7
404,0.22,3,5,3,61.6,58.0,3.93,3.89,2.41,1.0102827763496145,-1.5141277326297755,6
404,0.22,3,6,3,59.3,62.0,3.91,3.88,2.31,1.0077319587628866,-1.5141277326297755,3
404,0.24,2,4,2,60.9,61.0,4.02,4.03,2.45,0.9975186104218361,-1.4271163556401458,3
404,0.25,2,5,3,63.3,60.0,4.0,4.03,2.54,0.9925558312655086,-1.3862943611198906,6
405,0.3,2,1,2,62.6,57.0,4.25,4.28,2.67,0.9929906542056074,-1.2039728043259361,6
405,0.3,2,1,2,63.0,57.0,4.28,4.32,2.71,0.9907407407407407,-1.2039728043259361,6
405,0.3,2,1,2,61.2,58.0,4.28,4.31,2.63,0.9930394431554526,-1.2039728043259361,6
405,0.3,3,0,1,59.3,61.0,4.43,4.38,2.61,1.0114155251141552,-1.2039728043259361,3
405,0.3,1,1,2,63.2,55.0,4.25,4.29,2.7,0.9906759906759907,-1.2039728043259361,6
405,0.3,4,3,1,60.6,56.0,4.35,4.4,2.65,0.9886363636363634,-1.2039728043259361,7
405,0.3,4,1,1,61.0,59.0,4.3,4.33,2.63,0.9930715935334873,-1.2039728043259361,3
406,0.31,2,1,3,59.3,59.0,4.38,4.42,2.61,0.9909502262443439,-1.171182981502945,3
407,0.3,4,2,2,62.9,53.0,4.28,4.31,2.7,0.9930394431554526,-1.2039728043259361,6
407,0.25,4,3,2,62.3,57.0,4.03,4.09,2.53,0.9853300733496333,-1.3862943611198906,6
407,0.27,2,5,4,63.8,60.0,4.03,4.09,2.59,0.9853300733496333,-1.3093333199837622,6
407,0.3,4,1,3,62.3,56.0,4.28,4.29,2.67,0.9976689976689977,-1.2039728043259361,7
407,0.27,2,5,2,61.2,57.0,4.2,4.23,2.58,0.9929078014184397,-1.3093333199837622,6
407,0.3,2,1,3,60.7,56.0,4.32,4.34,2.63,0.9953917050691246,-1.2039728043259361,7
407,0.25,2,3,3,61.9,57.0,4.05,4.08,2.51,0.9926470588235293,-1.3862943611198906,6
407,0.32,4,3,1,61.3,56.0,4.44,4.47,2.73,0.993288590604027,-1.1394342831883648,7
407,0.3,2,1,3,62.7,56.0,4.27,4.28,2.68,0.997663551401869,-1.2039728043259361,6
407,0.25,2,3,3,63.0,54.0,4.04,4.06,2.55,0.9950738916256159,-1.3862943611198906,6
407,0.3,4,2,2,62.0,58.0,4.25,4.33,2.66,0.9815242494226328,-1.2039728043259361,6
408,0.31,3,1,2,61.5,59.0,4.35,4.37,2.68,0.9954233409610983,-1.171182981502945,6
408,0.31,4,3,1,61.7,56.0,4.34,4.38,2.69,0.9908675799086758,-1.171182981502945,7
408,0.3,4,2,1,60.0,56.0,4.41,4.43,2.65,0.9954853273137698,-1.2039728043259361,7
408,0.31,1,1,2,63.5,56.0,4.28,4.32,2.73,0.9907407407407407,-1.171182981502945,6
408,0.31,2,3,1,63.0,57.0,4.32,4.35,2.73,0.9931034482758622,-1.171182981502945,6
408,0.31,3,0,4,60.7,60.0,4.34,4.39,2.65,0.9886104783599089,-1.171182981502945,3
408,0.31,1,3,1,63.2,55.0,4.31,4.33,2.73,0.995381062355658,-1.171182981502945,6
408,0.31,3,1,2,62.3,59.0,4.29,4.32,2.68,0.9930555555555555,-1.171182981502945,6
408,0.31,2,1,2,60.7,60.0,4.33,4.37,2.64,0.9908466819221968,-1.171182981502945,3
408,0.31,3,3,1,60.3,59.0,4.35,4.37,2.63,0.9954233409610983,-1.171182981502945,3
408,0.31,3,1,2,61.3,58.0,4.34,4.37,2.67,0.9931350114416475,-1.171182981502945,6
408,0.31,1,1,2,63.3,53.0,4.3,4.32,2.73,0.9953703703703702,-1.171182981502945,6
408,0.31,2,1,2,61.4,61.0,4.34,4.39,2.68,0.9886104783599089,-1.171182981502945,6
408,0.31,2,1,2,63.0,57.0,4.32,4.34,2.73,0.9953917050691246,-1.171182981502945,6
408,0.24,4,4,3,61.8,57.0,3.97,3.99,2.46,0.9949874686716792,-1.4271163556401458,6
408,0.31,1,3,1,63.3,54.0,4.29,4.34,2.73,0.988479262672811,-1.171182981502945,6
408,0.31,2,4,1,63.0,58.0,4.34,4.36,2.74,0.9954128440366972,-1.171182981502945,6
408,0.31,3,3,1,61.3,58.0,4.37,4.4,2.69,0.9931818181818182,-1.171182981502945,6
409,0.32,4,0,3,61.5,53.0,4.44,4.47,2.74,0.993288590604027,-1.1394342831883648,6
409,0.25,2,5,3,59.7,61.0,4.08,4.1,2.44,0.9951219512195123,-1.3862943611198906,3
410,0.25,2,6,4,62.1,60.0,4.03,4.05,2.51,0.9950617283950618,-1.3862943611198906,6
410,0.36,3,0,2,61.6,60.0,4.54,4.58,2.81,0.9912663755458515,-1.0216512475319814,6
410,0.3,3,2,1,60.2,62.0,4.37,4.34,2.62,1.0069124423963134,-1.2039728043259361,3
411,0.3,4,0,4,62.2,57.0,4.27,4.28,2.66,0.997663551401869,-1.2039728043259361,6
412,0.27,4,1,5,62.0,54.5,4.15,4.19,2.58,0.9904534606205251,-1.3093333199837622,7
412,0.24,2,5,4,62.5,55.0,3.96,3.98,2.48,0.9949748743718593,-1.4271163556401458,7
412,0.31,1,0,4,61.9,61.0,4.29,4.34,2.67,0.988479262672811,-1.171182981502945,6
413,0.3,4,0,5,62.0,54.0,4.3,4.34,2.68,0.9907834101382489,-1.2039728043259361,6
413,0.34,4,6,0,61.4,55.0,4.5,4.52,2.77,0.9955752212389382,-1.0788096613719298,7
413,0.34,4,0,4,61.9,55.0,4.5,4.54,2.8,0.9911894273127754,-1.0788096613719298,7
413,0.3,4,6,1,61.1,58.0,4.31,4.33,2.64,0.995381062355658,-1.2039728043259361,6
